Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	brent_goose	brent_goose	brent_goose	brent_goose	brent_goose	domestic_geese	domestic_geese	domestic_geese	domestic_geese	domestic_geese	domestic_swan	domestic_swan	domestic_swan	domestic_swan	domestic_swan	mute_swan	mute_swan	mute_swan	mute_swan	mute_swan
ae92751ce0103cf1fe77dd7f219da00c	1.0	1106.0	1388.0	3157.0	4339.0	61.0	143.0	373.0	573.0	2489.0	950.0	6874.0	7419.0	11154.0	12868.0	1.0	1.0	1.0	22.0	1916.0
3c1ad20d9b04dcd2396928dabb4a6790	1.0	1.0	1.0	1.0	12.0	33.0	78.0	111.0	142.0	2447.0	1461.0	3116.0	6653.0	7180.0	11270.0	1.0	1.0	1.0	1.0	225.0
a2550f8b9406b58f3902687fa535409d	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	34.0	39.0	1.0	1.0	1.0	1.0	221.0	560.0	1487.0	1519.0	7868.0	13598.0
46b7c5847dc5e9a230505bc8940341e4	1.0	1.0	1.0	1.0	13.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	6431.0	15292.0
223baaa0b263c7e46400105bf50a2355	1104.0	1437.0	2463.0	3010.0	3699.0	19.0	49.0	250.0	393.0	682.0	107.0	122.0	152.0	552.0	2404.0	1.0	1.0	1.0	1.0	1913.0
330e83f777ce0554829f1e3ac66151d6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	52.0	1.0	1.0	69.0	298.0	8524.0	1.0	1.0	1.0	1.0	3166.0
f2286a77d0edfd51cbf9047f061592eb	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1043.0	2514.0	3026.0	4564.0
ae2fa4b7346126978298ce46beaf10a5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1493.0	2600.0	2794.0	4024.0
c9d275cc18886d5cbfc2e9fd05cd2407	1.0	1.0	1.0	1.0	1.0	55.0	241.0	1561.0	3329.0	3690.0	1.0	47.0	59.0	171.0	646.0	1.0	1.0	1.0	1.0	1.0
