	W	Reject null hypothesis
Bacteria;Actinobacteriota;__;__;__;__	27	False
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;__	27	False
Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;uncultured	26	False
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured	26	False
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	26	False
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1	26	False
Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus_Competibacter	26	False
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium]_brachy_group	25	False
Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;uncultured	25	False
Bacteria;Proteobacteria;Gammaproteobacteria;Milano-WF1B-44;Milano-WF1B-44;Milano-WF1B-44	25	False
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;__	25	False
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Yimella	25	False
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobiaceae	25	False
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;uncultured	25	False
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Acidibacter	25	False
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus	25	False
Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca	25	False
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured	25	False
Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Abawacabacteria;Candidatus_Abawacabacteria;Candidatus_Abawacabacteria	25	False
Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus	25	False
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter	25	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;uncultured	25	False
Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;PAUC26f;PAUC26f	25	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix	25	False
Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes_VC2.1_Bac22;Bacteroidetes_VC2.1_Bac22;Bacteroidetes_VC2.1_Bac22	25	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira	25	False
Bacteria;Desulfobacterota;Desulfarculia;Desulfarculales;Desulfarculaceae;Desulfocarbo	25	False
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Labilibacter	25	False
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium	24	False
Bacteria;Dependentiae;Babeliae;Babeliales;Babeliales;Babeliales	24	False
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group	24	False
Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;Mageibacillus	24	False
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group	24	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudahrensia	24	False
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Ezakiella	24	False
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum	24	False
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea	24	False
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Arsenicicoccus	24	False
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;__	24	False
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcales-Tissierellales;Anaeromicrobium	24	False
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;__	24	False
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;uncultured	23	False
Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Sulfurospirillaceae;Sulfurospirillum	23	False
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Lawsonia	23	False
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	23	False
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter	23	False
Bacteria;Sva0485;Sva0485;Sva0485;Sva0485;Sva0485	23	False
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas	23	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium	23	False
Bacteria;Dependentiae;Babeliae;Babeliales;__;__	23	False
Bacteria;Actinobacteriota;Coriobacteriia;OPB41;OPB41;OPB41	23	False
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;__;__	23	False
Bacteria;Desulfobacterota;Desulfuromonadia;Sva1033;Sva1033;Sva1033	22	False
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;uncultured	22	False
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Saccharibacillus	22	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;uncultured	22	False
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma	22	False
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera	22	False
Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter	22	False
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium	22	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pseudozobellia	22	False
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;__	22	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group	22	False
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Actinotalea	22	False
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;uncultured	21	False
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;uncultured	21	False
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	21	False
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;OLB8	21	False
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;__	21	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga	21	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aequorivita	21	False
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_BD2-2;Bacteroidetes_BD2-2	21	False
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;uncultured;uncultured	21	False
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius	21	False
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer	21	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia	21	False
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	21	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Salegentibacter	21	False
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;AKYH767	21	False
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;KD3-93;KD3-93	21	False
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	20	False
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;__	20	False
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;uncultured	20	False
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas	20	False
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter	20	False
Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;KI89A_clade;KI89A_clade	20	False
Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;Fastidiosipila	20	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halodurantibacterium	20	False
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium	20	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea	20	False
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium	20	False
Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma	20	False
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Hypnocyclicus	20	False
Bacteria;Firmicutes;Clostridia;Oscillospirales;uncultured;uncultured	20	False
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured	20	False
Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae;Acidobacteriae;Paludibaculum	20	False
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Proteiniclasticum	20	False
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured	20	False
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;possible_genus_04	20	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter	20	False
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;WCHB1-32	20	False
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Cryobacterium	20	False
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter	20	False
Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;Vermiphilaceae	20	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Leeuwenhoekiella	20	False
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_13	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	19	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pricia	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium	19	False
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Tepidibacter	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured	19	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavimarina	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium	19	False
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Congregibacter	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus	19	False
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Buttiauxella	19	False
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;__	19	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Lentilitoribacter	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas	19	False
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;__	19	False
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_23	19	False
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella	19	False
Bacteria;Desulfobacterota;Desulfomonilia;Desulfomonilales;Desulfomonilaceae;Desulfomonile	19	False
Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Geminicoccus	19	False
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Sporocytophaga	18	False
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;uncultured	18	False
Bacteria;Proteobacteria;Gammaproteobacteria;PLTA13;PLTA13;PLTA13	18	False
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter	18	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Psychroflexus	18	False
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermatophilaceae;uncultured	18	False
Bacteria;Proteobacteria;Gammaproteobacteria;MD2904-B13;MD2904-B13;MD2904-B13	18	False
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium	18	False
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter	18	False
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;__	17	False
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella	17	False
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	17	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Salinirepens	17	False
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured	17	False
